ID,Aboard Ing Address,Aboard Ing Lat,Aboard Ing Lng,Approaching At,Arriving At,Charge ID,Created At,Deleted At,Destination,Destination Lat,Destination Lng,Done At,Driving At,Is Notified Before Pick Up,Label,Manager ID,Order Able ID,Order Able Type,Pick Up At,Reservation Number,Updated At
2319,沖縄市園田１丁目４−２１付近,26.3316645,127.7988515,2020-11-05T08:13:59Z,2020-11-05T08:14:57Z,,2020-11-05T08:13:04Z,2020-11-05T08:17:12Z,沖縄市照屋５丁目１５−２４付近,26.3318012,127.8192306,,2020-11-05T08:15:10Z,true,代行予約,1,8,App\Entities\Client,2020-11-05T08:14:08Z,18,2020-11-05T08:17:12Z
2320,那覇市高良２丁目４−７付近,26.186386,127.6641198,,,,2020-11-05T08:48:59Z,2020-11-05T08:49:33Z,糸満市座波１８４９付近,26.1481741,127.696206,,,false,代行予約,,2067,App\Entities\Client,,1,2020-11-05T08:49:33Z
2321,那覇市高良２丁目４−１付近,26.1862569,127.6639944,,,,2020-11-05T08:53:27Z,2020-11-05T09:01:31Z,糸満市座波１８４９付近,26.1481082,127.6962513,,,false,代行予約,,2067,App\Entities\Client,,2,2020-11-05T09:01:31Z
2322,川口市東領家１丁目１４−１６付近,35.7969841,139.7484829,,,,2020-11-05T10:36:29Z,2020-11-05T10:45:36Z,北区豊島３丁目９−１０付近,35.7610889,139.7437244,,,false,代行予約,,1938,App\Entities\Client,,3,2020-11-05T10:45:36Z
2323,宜野湾市普天間２丁目１−１８付近,26.2877948,127.7758616,2020-11-05T11:12:27Z,2020-11-05T11:28:12Z,,2020-11-05T11:12:10Z,2020-11-05T11:29:24Z,安谷屋１４２２,26.2989075,127.7883895,,,true,代行予約,57,1863,App\Entities\Client,2020-11-05T11:28:02Z,1,2020-11-05T11:29:24Z
2324,三代目 魚武士,26.1959386,127.7238301,2020-11-05T11:37:31Z,2020-11-05T11:51:07Z,215,2020-11-05T11:36:52Z,,島尻郡八重瀬町伊覇６３−１付近,26.1592346,127.7212529,2020-11-05T12:10:35Z,2020-11-05T11:51:25Z,true,代行予約,40,1890,App\Entities\Client,2020-11-05T11:51:21Z,5,2020-11-09T21:00:02Z
2325,沖縄市泡瀬３丁目２９−２付近,26.3132383,127.8316046,2020-11-05T11:55:13Z,2020-11-05T12:08:32Z,,2020-11-05T11:55:04Z,,沖縄市越来３丁目１４−３９付近,26.3479804,127.8113308,2020-11-05T12:28:09Z,2020-11-05T12:09:14Z,true,代行予約,65,1179,App\Entities\Client,2020-11-05T12:08:34Z,1,2020-11-05T12:28:09Z
2326,那覇市久茂地３丁目６−３付近,26.2153006,127.6829134,2020-11-05T12:07:27Z,2020-11-05T12:23:24Z,216,2020-11-05T12:07:19Z,,浦添市伊祖２丁目２６−９付近,26.2545329,127.7182622,2020-11-05T12:43:53Z,2020-11-05T12:28:38Z,true,代行予約,57,1858,App\Entities\Client,2020-11-05T12:25:48Z,2,2020-11-09T21:00:02Z
2327,松川２丁目２−１３付近,26.2163091,127.700218,2020-11-05T12:20:14Z,2020-11-05T12:31:28Z,215,2020-11-05T12:20:04Z,,県営松川団地２号棟,26.2126951,127.7088778,2020-11-05T12:40:25Z,2020-11-05T12:32:13Z,true,代行予約,40,2128,App\Entities\Client,2020-11-05T12:32:48Z,1,2020-11-09T21:00:02Z
2328,付近,26.4135546,127.7406345,2020-11-05T12:23:03Z,,,2020-11-05T12:22:33Z,2020-11-05T12:24:13Z,中頭郡読谷村上地３４７−１付近,26.4052271,127.7376391,,,false,代行予約,1,2237,App\Entities\Client,2020-11-05T12:47:50Z,1,2020-11-05T12:24:13Z
2329,宜野湾市普天間２丁目３７−９付近,26.2898909,127.7762532,2020-11-05T12:29:39Z,2020-11-05T12:50:52Z,216,2020-11-05T12:29:24Z,,宜野湾市真志喜２丁目１３−８付近,26.2746223,127.7369867,2020-11-05T13:06:32Z,2020-11-05T12:53:05Z,true,代行予約,57,861,App\Entities\Client,2020-11-05T12:52:55Z,5,2020-11-09T21:00:02Z
2330,那覇市古波蔵１丁目２４−１６付近,26.195849,127.6925002,2020-11-05T12:33:37Z,2020-11-05T12:49:46Z,215,2020-11-05T12:33:23Z,,那覇市前島３丁目２１−７付近,26.2228637,127.6803659,2020-11-05T13:11:30Z,2020-11-05T12:56:15Z,true,代行予約,40,656,App\Entities\Client,2020-11-05T12:50:35Z,13,2020-11-09T21:00:02Z
2331,うるま市平良川１５５−１付近,26.3675925,127.8510305,2020-11-05T12:37:41Z,2020-11-05T12:52:12Z,,2020-11-05T12:37:35Z,,安慶名３丁目,26.3729604,127.8505675,2020-11-05T12:58:05Z,2020-11-05T12:52:31Z,true,代行予約,65,2249,App\Entities\Client,2020-11-05T12:51:41Z,1,2020-11-05T12:58:05Z
2332,前島２丁目１３−１５付近,26.2225121,127.6842622,2020-11-05T12:42:30Z,2020-11-05T12:51:36Z,215,2020-11-05T12:42:08Z,,首里寒川町,26.2174801,127.7111416,2020-11-05T13:07:07Z,2020-11-05T12:52:57Z,true,代行予約,40,2177,App\Entities\Client,2020-11-05T12:53:25Z,1,2020-11-09T21:00:02Z
2333,那覇市久茂地２丁目１７−９付近,26.2187377,127.6823994,,,,2020-11-05T12:42:45Z,2020-11-05T12:43:30Z,宜野湾市宇地泊７３８付近,26.2728127,127.7307224,,,false,代行予約,,1120,App\Entities\Client,,2,2020-11-05T12:43:30Z
2334,中頭郡嘉手納町嘉手納４４５−１０付近,26.3631541,127.7525207,2020-11-05T13:29:38Z,2020-11-05T13:42:27Z,,2020-11-05T13:29:29Z,,沖縄市園田３丁目５−２６付近,26.3288215,127.7947028,2020-11-05T14:10:57Z,2020-11-05T13:49:20Z,true,代行予約,65,1591,App\Entities\Client,2020-11-05T13:43:32Z,1,2020-11-05T14:10:57Z
2335,海邦２丁目９−１３付近,26.330324,127.8333005,2020-11-05T13:36:57Z,2020-11-05T13:58:44Z,216,2020-11-05T13:36:09Z,,屋宜原２１２付近,26.3127469,127.7912635,2020-11-05T14:19:33Z,2020-11-05T14:04:14Z,true,代行予約,57,2074,App\Entities\Client,2020-11-05T14:09:07Z,2,2020-11-09T21:00:02Z
2336,沖縄市泡瀬３丁目２９−２付近,26.3133783,127.8312972,,,,2020-11-05T13:51:32Z,2020-11-05T13:51:54Z,沖縄市比屋根４丁目１５−７付近,26.3153727,127.8195736,,,false,代行予約,,2258,App\Entities\Client,,1,2020-11-05T13:51:54Z
2337,那覇市牧志１丁目４−２５付近,26.2179815,127.6855332,2020-11-05T14:12:45Z,2020-11-05T14:20:58Z,214,2020-11-05T14:12:33Z,,那覇市真嘉比３丁目１５−２９付近,26.2233825,127.705057,2020-11-05T14:38:08Z,2020-11-05T14:22:47Z,true,代行予約,35,619,App\Entities\Client,2020-11-05T14:21:52Z,4,2020-11-09T21:00:02Z
2338,宜野湾市宜野湾３丁目１８−１０付近,26.2623448,127.7597828,2020-11-05T14:51:32Z,2020-11-05T14:58:59Z,216,2020-11-05T14:51:22Z,,宜野湾市伊佐３丁目２５−７付近,26.2936867,127.7577648,2020-11-05T15:18:27Z,2020-11-05T15:01:45Z,true,代行予約,57,2260,App\Entities\Client,2020-11-05T14:58:03Z,1,2020-11-09T21:00:02Z
2339,Okinawa付近,26.2624849,127.7597757,2020-11-05T14:56:38Z,2020-11-05T15:04:46Z,216,2020-11-05T14:56:30Z,,"Nakagusuku,NakagamiDistrict,Okinawa付近",26.244684,127.7683662,2020-11-05T15:15:05Z,2020-11-05T15:06:35Z,true,代行予約,57,543,App\Entities\Client,2020-11-05T15:09:39Z,14,2020-11-09T21:00:02Z
2340,美原３丁目１９−１２,26.3482235,127.8183709,2020-11-05T15:05:27Z,2020-11-05T15:09:26Z,,2020-11-05T15:05:21Z,,うるま市前原２４５付近,26.3423542,127.8450204,2020-11-05T15:23:09Z,2020-11-05T15:10:12Z,true,代行予約,65,1163,App\Entities\Client,2020-11-05T15:09:00Z,1,2020-11-05T15:23:09Z
2341,沖縄市中央３丁目１−１−８付近,26.3378832,127.8016715,2020-11-05T15:18:40Z,2020-11-05T15:34:32Z,216,2020-11-05T15:14:34Z,,登川２丁目２−１７,26.3654603,127.8211554,2020-11-05T15:49:00Z,2020-11-05T15:36:53Z,true,代行予約,57,2262,App\Entities\Client,2020-11-05T15:37:53Z,1,2020-11-09T21:00:02Z
2342,諸見里２丁目３−８付近,26.3311636,127.7899097,,,,2020-11-05T15:21:38Z,2020-11-05T15:22:06Z,西原５６３付近,26.3722999,127.8425732,,,false,代行予約,,2263,App\Entities\Client,,1,2020-11-05T15:22:06Z
2343,諸見里２丁目３−８付近,26.3311636,127.7899097,2020-11-05T15:23:23Z,2020-11-05T15:39:38Z,216,2020-11-05T15:22:38Z,,西原５６３付近,26.3722999,127.8425732,2020-11-05T16:12:32Z,2020-11-05T15:49:46Z,true,代行予約,57,2263,App\Entities\Client,2020-11-05T15:48:51Z,2,2020-11-09T21:00:02Z
2344,島尻郡八重瀬町東風平１１８８付近,26.1580751,127.7186645,2020-11-05T15:47:02Z,,,2020-11-05T15:46:16Z,2020-11-05T15:48:36Z,南城市玉城仲村渠１４９６−２付近,26.1543094,127.7802866,,,false,代行予約,40,1998,App\Entities\Client,2020-11-05T16:15:11Z,1,2020-11-05T15:48:36Z
2345,屋宜原550番地付近,26.3090851,127.7893018,2020-11-05T15:48:54Z,2020-11-05T16:03:31Z,,2020-11-05T15:48:43Z,,野嵩２丁目２７−１７付近,26.2846982,127.7756796,2020-11-05T16:15:48Z,2020-11-05T16:06:01Z,true,代行予約,65,2074,App\Entities\Client,2020-11-05T16:07:20Z,3,2020-11-05T16:15:48Z
2346,中央１丁目１２−１２付近,26.3362973,127.7991952,,,,2020-11-05T17:24:04Z,2020-11-05T17:25:06Z,照屋３丁目１３−４付近,26.3314373,127.8139021,,,false,代行予約,,1017,App\Entities\Client,,3,2020-11-05T17:25:06Z
2347,首里城公園,26.2183181,127.7153513,2020-11-05T18:27:32Z,2020-11-05T19:08:44Z,,2020-11-05T18:27:20Z,2020-11-05T19:08:54Z,当間１−６,26.2639886,127.7898731,,,true,代行予約,40,1431,App\Entities\Client,2020-11-05T18:39:03Z,1,2020-11-05T19:08:54Z
2348,"Okinawa,付近",26.3371558,127.7966457,2020-11-05T19:19:51Z,2020-11-05T19:37:00Z,216,2020-11-05T19:19:34Z,,"Ginowan,Okinawa付近",26.2880016,127.7532489,2020-11-05T20:08:34Z,2020-11-05T19:40:10Z,true,代行予約,57,2062,App\Entities\Client,2020-11-05T19:45:05Z,1,2020-11-09T21:00:02Z
2349,〒811-1114付近,33.4426574,130.3528519,,,,2020-11-06T07:23:13Z,2020-11-06T07:23:22Z,大阪市生野区林寺２丁目２４−１５付近,34.643811,135.5325784,,,false,代行予約,,2280,App\Entities\Client,,1,2020-11-06T07:23:22Z
2350,〒904-0000付近,26.3595771,127.7803168,,,,2020-11-06T08:23:58Z,2020-11-06T08:24:01Z,中頭郡嘉手納町屋良９４８付近,26.3643983,127.7692989,,,false,代行予約,,1654,App\Entities\Client,,2,2020-11-06T08:24:01Z
2351,〒904-0000付近,26.3699617,127.7900428,,,,2020-11-06T08:24:14Z,2020-11-06T08:24:20Z,中頭郡嘉手納町屋良９４８付近,26.3643983,127.7692989,,,false,代行予約,,1654,App\Entities\Client,,3,2020-11-06T08:24:20Z
2352,中頭郡嘉手納町屋良８３５−１付近,26.3677445,127.7675481,,,,2020-11-06T08:24:28Z,2020-11-06T08:24:33Z,中頭郡嘉手納町屋良８３５−１付近,26.3643983,127.7692989,,,false,代行予約,,1654,App\Entities\Client,,4,2020-11-06T08:24:33Z
2353,浦添市沢岻１丁目４６−５付近,26.2379334,127.7104181,2020-11-06T11:42:03Z,2020-11-06T11:52:12Z,216,2020-11-06T11:41:56Z,,ぽっぽやはうす,26.2335219,127.7026118,2020-11-06T12:01:10Z,2020-11-06T11:54:25Z,true,代行予約,57,2292,App\Entities\Client,2020-11-06T11:58:18Z,1,2020-11-09T21:00:02Z
2354,宜野湾市嘉数４丁目２７−５付近,26.2614431,127.7294641,2020-11-06T11:49:15Z,2020-11-06T11:55:18Z,216,2020-11-06T11:49:10Z,,那覇市首里久場川町１丁目１０８付近,26.2275514,127.7206812,2020-11-06T12:15:26Z,2020-11-06T12:00:29Z,true,代行予約,57,2293,App\Entities\Client,2020-11-06T11:57:04Z,1,2020-11-09T21:00:02Z
2355,中頭郡北谷町北谷２丁目１３−６付近,26.3023466,127.7599424,2020-11-06T12:07:59Z,,,2020-11-06T12:07:52Z,2020-11-06T12:09:10Z,中頭郡北谷町北谷２丁目１３−６付近,26.3023466,127.7599424,,,false,代行予約,10,2295,App\Entities\Client,2020-11-06T12:21:57Z,1,2020-11-06T12:09:10Z
2356,浦添市城間４丁目３８−３付近,26.2619849,127.7162059,2020-11-06T12:12:40Z,2020-11-06T12:28:12Z,215,2020-11-06T12:12:27Z,,宜野湾市真志喜３丁目７−８付近,26.2733818,127.7372737,2020-11-06T12:55:57Z,2020-11-06T12:30:04Z,true,代行予約,40,2294,App\Entities\Client,2020-11-06T12:31:39Z,1,2020-11-09T21:00:02Z
2357,沖縄市泡瀬２丁目５４−６付近,26.3170559,127.8368128,2020-11-06T12:28:52Z,2020-11-06T12:41:57Z,221,2020-11-06T12:28:47Z,,うるま市前原２６２−３付近,26.3372651,127.846732,2020-11-06T12:53:35Z,2020-11-06T12:43:59Z,true,代行予約,10,2296,App\Entities\Client,2020-11-06T12:42:27Z,1,2020-11-09T21:00:02Z
2358,宜野湾市大謝名５丁目２１−２４付近,26.2665971,127.7301212,2020-11-06T12:31:26Z,2020-11-06T12:47:18Z,218,2020-11-06T12:31:17Z,,那覇市安謝１丁目１０−３１付近,26.2337923,127.694987,2020-11-06T13:04:07Z,2020-11-06T12:48:21Z,true,代行予約,60,20,App\Entities\Client,2020-11-06T12:51:44Z,7,2020-11-09T21:00:02Z
2359,島尻郡南風原町本部１４１−３付近,26.190845,127.7258253,2020-11-06T12:56:14Z,2020-11-06T13:14:11Z,215,2020-11-06T12:56:03Z,,島尻郡南風原町本部１４１−３付近,26.190845,127.7258253,2020-11-06T13:30:56Z,2020-11-06T13:14:21Z,true,代行予約,40,2257,App\Entities\Client,2020-11-06T13:08:28Z,1,2020-11-09T21:00:02Z
2360,沖縄市中央３丁目５−３９付近,26.338053,127.8037888,2020-11-06T12:58:26Z,2020-11-06T13:07:33Z,221,2020-11-06T12:58:14Z,,沖縄市美里５丁目２２−１付近,26.3523494,127.8112363,2020-11-06T13:17:00Z,2020-11-06T13:08:02Z,true,代行予約,10,2298,App\Entities\Client,2020-11-06T13:10:23Z,1,2020-11-09T21:00:02Z
2361,那覇市松山２丁目３−１５付近,26.2196063,127.6817831,2020-11-06T13:04:50Z,2020-11-06T13:08:45Z,222,2020-11-06T13:04:41Z,,那覇市安里３７６付近,26.2177069,127.6978335,2020-11-06T13:24:35Z,2020-11-06T13:14:51Z,true,代行予約,41,1337,App\Entities\Client,2020-11-06T13:07:45Z,1,2020-11-09T21:00:02Z
2362,"Ginowan,Okinawa付近",26.2872901,127.7627634,2020-11-06T13:07:48Z,2020-11-06T13:21:41Z,215,2020-11-06T13:07:38Z,,"Ginowan,Okinawa付近",26.2909823,127.7756765,2020-11-06T13:36:53Z,2020-11-06T13:22:19Z,true,代行予約,40,543,App\Entities\Client,2020-11-06T13:23:56Z,15,2020-11-09T21:00:02Z
2363,那覇市銘苅１８０−１付近,26.2332924,127.7025753,,,,2020-11-06T13:08:32Z,2020-11-06T13:08:38Z,那覇市首里石嶺町４丁目９５付近,26.2331938,127.7289994,,,false,代行予約,,2292,App\Entities\Client,,2,2020-11-06T13:08:38Z
2364,付近,26.1446278,127.6683976,2020-11-06T13:09:54Z,,,2020-11-06T13:09:07Z,2020-11-06T13:11:48Z,付近,26.1446278,127.6683976,,,false,代行予約,57,2219,App\Entities\Client,2020-11-06T13:45:55Z,1,2020-11-06T13:11:48Z
2365,宜野湾市大謝名１８６付近,26.2706625,127.734913,2020-11-06T13:22:55Z,2020-11-06T13:31:47Z,214,2020-11-06T13:22:45Z,,沖縄市泡瀬１丁目１−２８付近,26.3210534,127.833803,2020-11-06T14:00:02Z,2020-11-06T13:34:20Z,true,代行予約,35,137,App\Entities\Client,2020-11-06T13:29:37Z,3,2020-11-09T21:00:02Z
2366,宮平２１２付近,26.1988682,127.7385508,2020-11-06T13:31:05Z,2020-11-06T13:43:20Z,223,2020-11-06T13:30:54Z,,知念海野１３付近,26.1898594,127.8118243,2020-11-06T14:17:16Z,2020-11-06T13:54:27Z,true,代行予約,50,1784,App\Entities\Client,2020-11-06T13:44:34Z,1,2020-11-09T21:00:02Z
2367,浦添市勢理客４丁目１９−１９付近,26.2430635,127.690275,2020-11-06T13:35:09Z,2020-11-06T13:40:49Z,216,2020-11-06T13:35:00Z,,佐真下４４,26.2635222,127.7514243,2020-11-06T14:05:44Z,2020-11-06T13:45:24Z,true,代行予約,57,2302,App\Entities\Client,2020-11-06T13:41:17Z,1,2020-11-09T21:00:02Z
2368,沖縄市照屋５丁目２−１付近,26.3345098,127.8186358,2020-11-06T14:02:09Z,2020-11-06T14:06:06Z,,2020-11-06T14:01:48Z,,沖縄市松本５丁目１０−５付近,26.356191,127.809866,2020-11-06T14:17:49Z,2020-11-06T14:06:45Z,true,代行予約,65,1684,App\Entities\Client,2020-11-06T14:06:13Z,1,2020-11-06T14:17:49Z
2369,那覇市松尾２丁目１９−７付近,26.2136589,127.6881427,2020-11-06T14:04:28Z,2020-11-06T14:21:29Z,216,2020-11-06T14:04:18Z,,宜野湾市志真志１丁目４−２付近,26.2589277,127.7658784,2020-11-06T14:45:05Z,2020-11-06T14:22:27Z,true,代行予約,57,149,App\Entities\Client,2020-11-06T14:24:47Z,44,2020-11-09T21:00:02Z
2370,松山２丁目１８−１０ グランパレ松山付近,26.2200554,127.6800243,2020-11-06T14:06:34Z,2020-11-06T14:24:08Z,215,2020-11-06T14:06:06Z,,与那覇５２１付近,26.2001642,127.7411709,2020-11-06T14:46:48Z,2020-11-06T14:24:56Z,true,代行予約,40,2008,App\Entities\Client,2020-11-06T14:23:06Z,1,2020-11-09T21:00:02Z
2371,沖縄市住吉２丁目２−１７付近,26.337763,127.8052449,2020-11-06T14:08:58Z,,,2020-11-06T14:08:46Z,2020-11-06T14:11:10Z,中頭郡読谷村波平１６９５付近,26.4041901,127.7252688,,,false,代行予約,24,2185,App\Entities\Client,2020-11-06T14:27:11Z,1,2020-11-06T14:11:10Z
2372,豊見城市豊見城４１８−１付近,26.1826119,127.6755996,,,,2020-11-06T14:08:49Z,2020-11-06T14:10:20Z,島尻郡南風原町宮平６２０付近,26.1981916,127.7313085,,,false,代行予約,,1155,App\Entities\Client,,4,2020-11-06T14:10:20Z
2373,西崎６丁目５−６付近,26.1427955,127.67009,,,,2020-11-06T14:19:07Z,2020-11-06T14:20:09Z,武富１４４−３付近,26.1652468,127.690795,,,false,代行予約,,980,App\Entities\Client,,2,2020-11-06T14:20:09Z
2374,浦添市当山２丁目５−１付近,26.251894,127.7383077,2020-11-06T14:20:24Z,2020-11-06T14:26:05Z,216,2020-11-06T14:20:21Z,,宜野湾市嘉数３丁目１３−１４付近,26.2582978,127.7344342,2020-11-06T14:34:33Z,2020-11-06T14:28:46Z,true,代行予約,57,937,App\Entities\Client,2020-11-06T14:25:11Z,1,2020-11-09T21:00:02Z
2375,浦添市城間１丁目２４−７付近,26.254207,127.7091729,,,,2020-11-06T14:36:01Z,2020-11-06T14:36:06Z,浦添市城間１丁目２４−７付近,26.254207,127.7091729,,,false,代行予約,,2276,App\Entities\Client,,1,2020-11-06T14:36:06Z
2376,花らんぷ,26.3144085,127.7599648,,,,2020-11-06T14:52:48Z,2020-11-06T14:52:57Z,浦添市宮城３丁目１−８付近,26.2461693,127.7071917,,,false,代行予約,,157,App\Entities\Client,,5,2020-11-06T14:52:57Z
2377,中頭郡北谷町美浜２丁目６−２付近,26.3171929,127.7591448,2020-11-06T14:53:30Z,2020-11-06T14:56:56Z,224,2020-11-06T14:53:16Z,,ラウンドワンスタジアム 沖縄・宜野湾店,26.2759889,127.7308213,2020-11-06T15:18:53Z,2020-11-06T15:02:09Z,true,代行予約,66,157,App\Entities\Client,2020-11-06T14:54:01Z,6,2020-11-09T21:00:02Z
2378,牧志２丁目２４−１２付近,26.2198845,127.6893319,2020-11-06T14:56:34Z,2020-11-06T15:08:44Z,215,2020-11-06T14:56:14Z,,大里稲嶺２２３４−１０５付近,26.1683929,127.7450041,2020-11-06T15:34:09Z,2020-11-06T15:09:19Z,true,代行予約,40,991,App\Entities\Client,2020-11-06T15:13:32Z,3,2020-11-09T21:00:02Z
2379,那覇市久茂地２丁目３−９付近,26.2166716,127.6795375,2020-11-06T14:58:42Z,2020-11-06T15:06:39Z,218,2020-11-06T14:56:56Z,,那覇市田原３０２−２付近,26.197525,127.6712672,2020-11-06T15:17:20Z,2020-11-06T15:07:20Z,true,代行予約,60,196,App\Entities\Client,2020-11-06T15:07:30Z,3,2020-11-09T21:00:02Z
2380,浦添市西原２丁目４−８付近,26.2563548,127.7399908,2020-11-06T14:59:29Z,2020-11-06T15:04:48Z,216,2020-11-06T14:58:36Z,,浦添市城間１丁目２４−７付近,26.254207,127.7091729,2020-11-06T15:17:05Z,2020-11-06T15:05:35Z,true,代行予約,57,2276,App\Entities\Client,2020-11-06T15:06:42Z,2,2020-11-09T21:00:02Z
2381,糸満市阿波根５８９−１付近,26.1529488,127.6839973,2020-11-06T15:08:03Z,,,2020-11-06T15:07:27Z,2020-11-06T16:30:26Z,島尻郡南風原町兼城２６２付近,26.1964723,127.7299556,,,true,代行予約,41,2304,App\Entities\Client,2020-11-06T15:14:50Z,1,2020-11-06T16:30:26Z
2382,那覇市上之屋１丁目１０−１１付近,26.228626,127.686599,2020-11-06T15:07:45Z,2020-11-06T15:11:28Z,225,2020-11-06T15:07:30Z,,島尻郡南風原町津嘉山１４９９−９付近,26.1887432,127.7092661,2020-11-06T15:45:26Z,2020-11-06T15:26:47Z,true,代行予約,11,2230,App\Entities\Client,2020-11-06T15:12:22Z,1,2020-11-09T21:00:02Z
2383,浦添市内間１丁目１０−１付近,26.2398079,127.7066717,2020-11-06T15:10:48Z,2020-11-06T15:18:11Z,226,2020-11-06T15:10:35Z,,那覇市西１丁目５−１付近,26.2122409,127.6724776,2020-11-06T15:37:12Z,2020-11-06T15:21:58Z,true,代行予約,67,564,App\Entities\Client,2020-11-06T15:17:28Z,4,2020-11-09T21:00:02Z
2384,那覇市松山１丁目１７−６２付近,26.2182113,127.6785937,2020-11-06T15:28:51Z,2020-11-06T15:41:37Z,216,2020-11-06T15:28:44Z,,浦添市伊祖２丁目２９−６付近,26.25397,127.7189639,2020-11-06T16:09:27Z,2020-11-06T15:51:33Z,true,代行予約,57,859,App\Entities\Client,2020-11-06T15:41:02Z,7,2020-11-09T21:00:02Z
2385,沖縄市南桃原３丁目２２−７付近,26.3230735,127.783397,2020-11-06T15:33:51Z,2020-11-06T15:45:30Z,,2020-11-06T15:33:37Z,,うるま市みどり町３丁目５−５−１付近,26.3761676,127.8612065,2020-11-06T16:15:09Z,2020-11-06T15:47:35Z,true,代行予約,65,2305,App\Entities\Client,2020-11-06T15:46:28Z,1,2020-11-06T16:15:09Z
2386,浦添市大平１丁目３６−３６−５付近,26.2469385,127.7093968,2020-11-06T15:43:29Z,2020-11-06T15:46:09Z,216,2020-11-06T15:43:22Z,,浦添市宮城２丁目１５−３付近,26.2474524,127.7091433,2020-11-06T16:16:52Z,2020-11-06T16:02:41Z,true,代行予約,57,1403,App\Entities\Client,2020-11-06T15:46:36Z,1,2020-11-09T21:00:02Z
2387,那覇市安里３７４付近,26.2178684,127.6976397,2020-11-06T15:46:47Z,2020-11-06T15:50:55Z,215,2020-11-06T15:46:39Z,,豊見城市金良７７付近,26.1794686,127.7052639,2020-11-06T16:17:17Z,2020-11-06T15:56:45Z,true,代行予約,40,2091,App\Entities\Client,2020-11-06T15:54:25Z,3,2020-11-09T21:00:02Z
2388,うるま市前原２６２−３付近,26.3375302,127.8470132,2020-11-06T15:51:53Z,2020-11-06T16:00:23Z,221,2020-11-06T15:51:46Z,,中頭郡読谷村喜名２２１９付近,26.3989173,127.7559891,2020-11-06T16:37:01Z,2020-11-06T16:06:57Z,true,代行予約,10,2296,App\Entities\Client,2020-11-06T16:03:33Z,2,2020-11-09T21:00:02Z
2389,中頭郡北谷町北谷１丁目１２−３付近,26.3082006,127.7615323,2020-11-06T15:55:59Z,2020-11-06T16:01:52Z,224,2020-11-06T15:55:48Z,,沖縄市大里２丁目１７−３７付近,26.3296875,127.8257956,2020-11-06T16:29:07Z,2020-11-06T16:08:35Z,true,代行予約,66,2306,App\Entities\Client,2020-11-06T16:03:16Z,1,2020-11-09T21:00:02Z
2390,那覇市牧志１丁目２−１３付近,26.2161082,127.6851872,2020-11-06T16:02:15Z,2020-11-06T16:04:56Z,223,2020-11-06T16:02:03Z,,浦添市前田４丁目３−６付近,26.2373879,127.7383942,2020-11-06T16:27:58Z,2020-11-06T16:06:36Z,true,代行予約,50,1388,App\Entities\Client,2020-11-06T16:03:36Z,3,2020-11-09T21:00:02Z
2391,松山２丁目２９−１付近,26.2210473,127.6778235,2020-11-06T16:14:32Z,2020-11-06T16:18:10Z,214,2020-11-06T16:14:24Z,,伊祖１丁目２５付近,26.2527727,127.7198464,2020-11-06T16:41:13Z,2020-11-06T16:19:28Z,true,代行予約,35,2308,App\Entities\Client,2020-11-06T16:17:48Z,1,2020-11-09T21:00:02Z
2392,松山２丁目１８−１０ グランパレ松山付近,26.2200506,127.6800092,2020-11-06T16:19:15Z,2020-11-06T16:35:58Z,216,2020-11-06T16:19:07Z,,嘉数５８４−１２,26.1872287,127.6997057,2020-11-06T16:54:15Z,2020-11-06T16:36:51Z,true,代行予約,57,1649,App\Entities\Client,2020-11-06T16:38:49Z,1,2020-11-09T21:00:02Z
2393,豊見城市豊見城４６５付近,26.1834402,127.6773484,2020-11-06T16:21:14Z,2020-11-06T16:30:04Z,215,2020-11-06T16:21:06Z,,島尻郡八重瀬町東風平１３９３−５付近,26.1560092,127.7240648,2020-11-06T16:54:48Z,2020-11-06T16:30:20Z,true,代行予約,40,2309,App\Entities\Client,2020-11-06T16:31:32Z,1,2020-11-09T21:00:02Z
2394,那覇市曙２丁目３−８付近,26.2407494,127.6873313,2020-11-06T16:36:21Z,2020-11-06T16:48:51Z,215,2020-11-06T16:36:13Z,,島尻郡八重瀬町具志頭１０７５−２付近,26.1276665,127.7497101,2020-11-06T17:21:12Z,2020-11-06T16:49:01Z,true,代行予約,40,365,App\Entities\Client,2020-11-06T16:52:15Z,1,2020-11-09T21:00:02Z
2395,那覇市前島３丁目２５−３９付近,26.2232586,127.6831018,2020-11-06T16:45:45Z,2020-11-06T16:53:24Z,226,2020-11-06T16:45:36Z,,浦添市前田２丁目１８−１５付近,26.2404445,127.7396417,2020-11-06T17:20:12Z,2020-11-06T16:58:52Z,true,代行予約,67,2283,App\Entities\Client,2020-11-06T16:54:37Z,1,2020-11-09T21:00:02Z
2396,泉崎１丁目１７−５ 野原ビル付近,26.2113313,127.6779255,2020-11-06T16:48:52Z,2020-11-06T16:58:19Z,220,2020-11-06T16:48:39Z,,兼城１５８−４付近,26.194337,127.7313339,2020-11-06T17:16:05Z,2020-11-06T16:59:25Z,true,代行予約,23,1885,App\Entities\Client,2020-11-06T17:04:11Z,1,2020-11-09T21:00:02Z
2397,那覇市久茂地３丁目１１−１８付近,26.2149348,127.6815531,2020-11-06T16:49:50Z,,,2020-11-06T16:49:27Z,2020-11-06T16:52:46Z,豊見城市,26.1610649,127.6689867,,,false,代行予約,53,2232,App\Entities\Client,2020-11-06T17:00:56Z,1,2020-11-06T16:52:46Z
